Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
2861481,No,3,30,E1,114.29,90.48,-11.11,No,No,Male,Agency,3,ERS,Chennai,26,Joined
2861532,No,23,30,E1,212.5,160.42,-16.67,No,Yes,Male,Agency,2,ERS,Chennai,30,Joined
2861644,No,,60,E2,30,22.5,-5.77,Yes,No,Male,Direct,5,CORP,Noida,31,Not Joined
2861816,No,11,60,E2,69.68,58.37,-6.67,No,No,Male,Direct,6,ERS,Chennai,34,Joined
2861873,No,0,30,E2,-36.36,-36.36,0,No,No,Male,Direct,9,AXON,Chennai,32,Not Joined
2861938,Yes,3,60,E3,35,45,7.41,No,No,Male,Direct,8,INFRA,Pune,30,Not Joined
2863789,No,1,30,E2,29.41,35.29,4.55,No,No,Male,Employee Referral,6,AXON,Noida,33,Joined
2865940,Yes,71,60,E3,42.85,42.85,0,No,No,Male,Employee Referral,6,INFRA,Noida,30,Joined
2866045,No,,60,E2,21.21,33.33,10,No,No,Male,Direct,4,INFRA,Gurgaon,26,Not Joined
2866433,Yes,40,60,E2,57.14,39.29,-11.36,No,No,Female,Direct,7,BFSI,Bangalore,32,Joined
2920298,No,,90,E3,-50,-52.78,-5.56,No,No,Male,Direct,11,INFRA,Chennai,31,Not Joined
2926304,No,4,45,E2,41.03,21.79,-13.64,No,No,Male,Direct,7,BFSI,Bangalore,34,Not Joined
2930426,Yes,5,45,E1,-25,-43.75,-25,Yes,No,Male,Direct,2,ERS,Chennai,27,Not Joined
2931337,No,,30,E4,-11.76,-11.76,0,No,No,Male,Employee Referral,9,INFRA,Noida,36,Joined
2945577,No,56,90,E2,66.08,55,-6.67,No,No,Male,Agency,8,BFSI,Bangalore,30,Joined
3021702,No,,90,E2,61.79,54.08,-4.76,Yes,No,Male,Direct,7,ERS,Chennai,30,Not Joined
3029497,No,1,30,E2,50,58.33,5.56,No,No,Male,Direct,3,INFRA,Noida,27,Joined
3029512,Yes,2,60,E2,42.86,42.86,0,No,No,Female,Direct,8,INFRA,Chennai,31,Joined
3030928,Yes,15,60,E3,42.85,42.85,0,No,No,Male,Employee Referral,5,INFRA,Noida,30,Joined
3033864,No,,90,E3,11.11,22.96,10.67,Yes,No,Male,Direct,12,ERS,Bangalore,36,Not Joined
3034334,Yes,37,30,E1,180.9,124.72,-20,No,No,Female,Agency,3,ERS,Chennai,26,Not Joined
3034476,Yes,6,30,E3,53.85,50,-2.5,No,No,Male,Employee Referral,5,INFRA,Noida,32,Joined
3034859,No,,30,E2,30,84,41.54,No,No,Male,Direct,7,INFRA,Noida,33,Not Joined
3034980,No,0,30,E2,36.36,60,17.33,No,No,Male,Direct,6,INFRA,Bangalore,32,Not Joined
3037418,No,40,30,E1,56.86,27.45,-18.75,No,No,Male,Direct,4,AXON,Bangalore,34,Joined
3040238,No,,30,E1,50,30,-13.33,No,No,Female,Direct,4,AXON,Noida,27,Not Joined
3040819,No,18,30,E1,280.95,280.95,0,No,No,Male,Direct,2,ERS,Chennai,26,Joined
3045769,Yes,,60,E4,-11.7,-11.7,0,No,Yes,Male,Agency,17,ETS,Noida,38,Joined
3046539,No,12,30,E1,170.27,75.68,-35,No,No,Male,Employee Referral,2,ERS,Bangalore,29,Joined
3046652,Yes,1,60,E1,60,26,-21.25,No,No,Male,Agency,4,ERS,Noida,28,Joined
3051209,No,,60,E2,46.67,-41,-59.77,No,No,Male,Agency,8,ERS,Noida,30,Not Joined
3108736,Yes,5,30,E3,42.59,42.59,0,No,No,Male,Employee Referral,9,INFRA,Noida,42,Joined
3110300,Yes,15,30,E1,42.83,42.83,0,No,No,Male,Employee Referral,2,INFRA,Others,26,Joined
3120254,Yes,39,90,E2,46.24,46.24,0,No,No,Male,Agency,6,ERS,Chennai,37,Not Joined
3188371,Yes,1,30,E1,44.44,-41.33,-59.38,No,No,Female,Employee Referral,1,INFRA,Noida,24,Joined
3200275,No,12,30,E2,48.15,33.33,-10,Yes,Yes,Male,Agency,4,ERS,Hyderabad,26,Joined
3200724,No,18,60,E2,45.45,39.39,-4.17,Yes,No,Male,Direct,8,ETS,Noida,32,Joined
3203880,No,7,30,E1,114.29,117.86,1.67,No,No,Male,Employee Referral,2,ERS,Bangalore,25,Joined
3204394,No,,30,E2,97.04,140.15,21.88,No,No,Male,Agency,6,BFSI,Bangalore,29,Not Joined
3204472,Yes,24,30,E1,-33.33,-38.89,-8.33,No,No,Male,Employee Referral,6,ERS,Chennai,26,Joined
3211382,No,4,30,E2,42.85,42.85,0,No,No,Male,Agency,4,INFRA,Bangalore,30,Joined
3211556,Yes,66,60,E3,-19.23,15.38,42.86,No,No,Male,Employee Referral,13,ERS,Noida,35,Joined
3215106,Yes,4,30,E1,203.51,184.54,-6.25,No,No,Male,Direct,1,ERS,Chennai,26,Joined
3215514,No,3,30,E1,-38.4,-12,42.86,No,No,Male,Employee Referral,3,BFSI,Chennai,28,Joined
3215757,Yes,21,30,E1,233.33,127.27,-31.82,No,No,Male,Agency,5,ERS,Chennai,27,Joined
3221299,Yes,68,30,E2,44.44,0,-30.77,No,Yes,Female,Direct,3,INFRA,Hyderabad,24,Joined
3221826,No,,45,E3,46.67,20,-18.18,No,No,Male,Direct,12,BFSI,Bangalore,42,Not Joined
3225344,Yes,3,30,E3,32.78,28.63,-3.13,No,Yes,Male,Agency,12,BFSI,Bangalore,35,Joined
3225493,No,-1,30,E2,241.67,150,-26.83,No,No,Male,Direct,20,AXON,Chennai,62,Not Joined
3225955,Yes,62,30,E1,40.68,34.69,-4.26,No,No,Male,Employee Referral,4,ERS,Chennai,27,Not Joined
3225969,Yes,15,30,E2,42.85,42.85,0,No,Yes,Male,Employee Referral,5,INFRA,Chennai,30,Joined
3225996,No,,60,E3,,42.86,,No,No,Male,Agency,10,INFRA,Chennai,34,Not Joined
3226137,Yes,31,30,E1,40.68,-10.21,-36.17,No,No,Male,Direct,2,ERS,Chennai,27,Joined
3226180,Yes,84,45,E2,42.84,42.84,0,No,No,Male,Direct,5,INFRA,Hyderabad,35,Joined
3229737,No,,45,E2,29.03,-1.72,-23.83,No,No,Male,Direct,7,ERS,Bangalore,32,Not Joined
3229762,No,42,30,E1,50.5,99,32.23,No,No,Male,Agency,3,BFSI,Mumbai,27,Joined
3234247,No,17,60,E3,57.14,257.14,127.27,No,No,Male,Direct,8,INFRA,Bangalore,35,Not Joined
3234591,No,,30,E2,25,0,-20,No,No,Female,Agency,5,CORP,Chennai,28,Not Joined
3234997,No,,60,E4,,400,,No,No,Male,Direct,18,ERS,Bangalore,42,Not Joined
3238748,No,0,90,E3,-21.54,-21.54,0,No,No,Male,Direct,13,ERS,Chennai,40,Joined
3239288,No,10,30,E1,42.83,42.83,0,No,No,Male,Employee Referral,2,INFRA,Noida,27,Joined
3243075,Yes,8,30,E2,-3.23,-3.23,0,No,No,Female,Agency,6,ERS,Chennai,29,Joined
3244438,Yes,55,60,E3,42.85,42.85,0,No,No,Male,Employee Referral,6,INFRA,Noida,32,Joined
3245861,Yes,25,30,E2,42.85,42.85,0,No,Yes,Male,Employee Referral,4,INFRA,Chennai,28,Joined
3245971,Yes,10,30,E1,27.78,20,-6.09,No,No,Female,Employee Referral,2,ERS,Chennai,26,Joined
3250021,No,3,30,E1,-20.63,42.86,80,No,Yes,Male,Agency,1,ERS,Chennai,24,Joined
3250029,Yes,1,30,E1,-35.45,-7.79,42.86,No,No,Male,Agency,3,ERS,Chennai,26,Not Joined
3250143,Yes,50,30,E1,-27.78,-27.78,0,No,No,Female,Agency,8,Healthcare,Chennai,33,Joined
3250645,No,,60,E2,,42.86,,No,No,Male,Employee Referral,4,INFRA,Noida,27,Not Joined
3250941,No,2,45,E2,37.36,30.49,-5,No,No,Male,Agency,7,BFSI,Chennai,32,Not Joined
3251306,No,28,30,E2,42.84,42.84,0,No,Yes,Male,Employee Referral,7,INFRA,Chennai,37,Joined
3256827,Yes,26,30,E1,26.37,61.69,27.95,No,Yes,Male,Agency,3,BFSI,Noida,27,Joined
3257382,Yes,40,60,E1,45,47.5,1.72,No,No,Male,Direct,4,CSMP,Noida,28,Not Joined
3257556,Yes,26,30,E2,42.85,42.85,0,No,No,Male,Employee Referral,6,INFRA,Noida,30,Joined
3257972,No,13,60,E1,-22.13,11.25,42.86,No,No,Male,Agency,2,CSMP,Noida,25,Joined
3258076,No,1,30,E1,-68.83,24.68,300,No,No,Male,Agency,3,ERS,Chennai,24,Not Joined
3258078,No,3,30,E1,306.25,168.75,-33.85,No,No,Male,Agency,9,ERS,Chennai,36,Joined
3258105,Yes,3,30,E1,-39.64,42.86,136.67,No,No,Male,Agency,1,ERS,Chennai,27,Joined
3258125,Yes,5,30,E1,359.77,244.83,-25,No,No,Male,Direct,3,ERS,Chennai,26,Joined
3258830,No,,30,E0,-33.33,-33.33,0,No,No,Female,Direct,0,SALES,Noida,22,Joined
3262701,Yes,7,30,E1,212.5,212.5,0,No,No,Female,Agency,2,ERS,Chennai,25,Joined
3263017,Yes,9,30,E2,33.33,16.67,-12.5,No,No,Male,Direct,10,ERS,Chennai,35,Not Joined
3264071,Yes,40,30,E3,-30.43,-28.26,3.13,No,No,Male,Direct,13,Healthcare,Chennai,36,Joined
3267491,No,1,30,E1,80.56,69.44,-6.15,No,No,Male,Employee Referral,1,ERS,Bangalore,30,Joined
3267726,No,,90,E2,30,24.92,-3.9,No,No,Male,Direct,4,INFRA,Hyderabad,27,Not Joined
3267878,No,28,60,E1,291.3,165.22,-32.22,No,No,Male,Agency,3,BFSI,Chennai,28,Not Joined
3267893,No,,60,E1,-11,-11,0,No,No,Male,Agency,4,BFSI,Chennai,29,Not Joined
3267960,Yes,64,60,E2,42.84,42.84,0,No,No,Male,Employee Referral,7,INFRA,Chennai,35,Joined
3272381,Yes,107,30,E1,43.59,41.03,-1.79,No,No,Male,Direct,4,ERS,Bangalore,26,Not Joined
3278272,Yes,27,30,E3,42.85,42.85,0,No,Yes,Male,Employee Referral,8,INFRA,Chennai,33,Joined
3278855,No,,90,E1,41.05,28.4,-8.97,No,No,Male,Employee Referral,4,ERS,Chennai,29,Not Joined
3280954,Yes,29,30,E2,42.84,42.84,0,No,Yes,Male,Employee Referral,4,INFRA,Chennai,32,Joined
3283933,No,0,30,E1,50,50,0,No,No,Male,Employee Referral,4,BFSI,Bangalore,26,Joined
3284172,Yes,14,30,E1,216.67,195.83,-6.58,No,No,Male,Direct,3,CSMP,Chennai,25,Not Joined
3284288,Yes,4,30,E1,42.84,42.84,0,No,No,Female,Employee Referral,2,INFRA,Noida,24,Joined
3284492,No,,60,E2,,42.86,,No,No,Male,Agency,7,INFRA,Noida,33,Not Joined
3286772,No,,60,E2,33.33,211.11,133.33,No,No,Male,Employee Referral,5,ERS,Noida,29,Not Joined
3288600,Yes,78,90,E2,-21.92,-21.92,0,No,No,Male,Direct,8,BFSI,Chennai,31,Joined
3290644,No,,90,E4,60,-40,-62.5,Yes,No,Female,Direct,13,INFRA,Noida,24,Not Joined
3290646,No,0,30,E2,100,200,50,No,No,Male,Direct,2,INFRA,Noida,34,Not Joined
3293535,Yes,4,30,E2,-23.29,9.59,42.86,Yes,No,Male,Agency,6,ERS,Chennai,38,Joined
3293623,No,,30,E1,-15.03,-15.03,0,No,No,Male,Direct,1,INFRA,Noida,28,Not Joined
3293720,No,30,30,E1,-14.97,42.86,68,No,No,Male,Agency,1,INFRA,Bangalore,26,Joined
3294274,No,32,45,E1,36.84,32.89,-2.88,No,Yes,Female,Agency,4,ERS,Chennai,34,Joined
3294297,Yes,39,30,E1,33.33,66.67,25,No,No,Male,Direct,1,INFRA,Chennai,24,Joined
3294316,Yes,58,30,E1,33.33,66.67,25,No,No,Male,Direct,1,INFRA,Chennai,24,Joined
3294384,Yes,33,30,E2,57.14,57.14,0,No,Yes,Male,Employee Referral,3,INFRA,Chennai,24,Joined
3300178,No,14,30,E1,-19.09,-19.09,0,No,No,Male,Direct,3,Healthcare,Chennai,25,Joined
3300192,No,16,30,E2,22.22,48.89,21.82,No,No,Male,Direct,5,INFRA,Bangalore,30,Joined
3300563,Yes,29,30,E2,-30,-30.6,-0.85,No,No,Male,Employee Referral,8,CSMP,Noida,33,Joined
3300715,Yes,20,60,E2,42.85,42.85,0,No,No,Male,Agency,4,INFRA,Noida,27,Joined
3300802,Yes,26,45,E1,-18.27,-18.27,0,Yes,No,Male,Agency,2,ERS,Chennai,24,Joined
3300828,Yes,28,30,E2,42.85,42.85,0,No,Yes,Male,Employee Referral,9,INFRA,Chennai,36,Joined
3302340,Yes,22,60,E2,42.84,42.84,0,No,No,Male,Employee Referral,2,INFRA,Noida,28,Joined
3304533,Yes,4,30,E1,-62.5,-11.25,136.67,No,Yes,Female,Agency,2,CSMP,Noida,27,Joined
3305244,Yes,8,30,E2,-10.53,-10.53,0,No,No,Male,Direct,8,INFRA,Bangalore,30,Joined
3311500,Yes,,30,E4,-20.69,-20.69,0,Yes,No,Male,Direct,14,ERS,Chennai,37,Joined
3311520,Yes,49,30,E2,294.74,228.95,-16.67,No,No,Male,Direct,5,AXON,Bangalore,37,Not Joined
3318393,Yes,0,30,E1,92.54,80.51,-6.25,No,No,Male,Direct,3,INFRA,Others,23,Joined
3321416,Yes,1,30,E2,46.67,46.67,0,No,No,Male,Direct,11,Healthcare,Mumbai,39,Joined
3322390,Yes,37,60,E1,80.56,69.44,-6.15,No,No,Male,Employee Referral,3,ETS,Bangalore,26,Joined
3327789,No,0,30,E2,200,180,-6.67,No,No,Male,Employee Referral,2,INFRA,Noida,24,Joined
3327838,No,2,30,E2,150,133.33,-6.67,No,No,Male,Employee Referral,1,INFRA,Noida,25,Joined
3328005,Yes,92,90,E1,23.46,29.63,5,No,No,Male,Direct,6,AXON,Bangalore,30,Joined
3328526,No,1,0,E1,-12.05,25.65,42.86,No,No,Female,Employee Referral,2,ERS,Bangalore,27,Joined
3328640,No,6,60,E2,53.33,53.33,0,No,No,Male,Agency,7,Healthcare,Noida,30,Not Joined
3334067,No,,60,E4,66.67,83.33,10,No,Yes,Male,Direct,5,INFRA,Noida,40,Joined
3334512,No,,30,E2,,42.84,,No,No,Male,Direct,5,INFRA,Noida,30,Not Joined
3338018,Yes,1,30,E2,42.84,42.84,0,No,No,Male,Agency,3,INFRA,Noida,24,Joined
3342223,Yes,9,30,E2,42.84,42.84,0,No,No,Male,Agency,2,INFRA,Noida,28,Joined
3342678,Yes,3,30,E3,57.14,28.57,-18.18,No,No,Female,Employee Referral,7,INFRA,Noida,29,Joined
3346442,Yes,24,30,E1,42.84,42.84,0,No,No,Male,Employee Referral,1,INFRA,Noida,24,Joined
3347772,Yes,3,30,E1,42.83,42.83,0,No,No,Male,Employee Referral,2,INFRA,Noida,27,Joined
3347826,No,9,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,INFRA,Noida,21,Joined
3348191,Yes,34,60,E3,-10.53,-11.69,-1.3,Yes,Yes,Male,Direct,5,INFRA,Noida,34,Joined
3351261,No,0,0,E2,33.33,266.67,175,No,No,Male,Direct,8,INFRA,Chennai,34,Not Joined
3351640,Yes,39,30,E1,44.44,-26.67,-49.23,No,No,Male,Direct,2,INFRA,Bangalore,27,Joined
3351807,Yes,15,30,E2,42.84,42.84,0,No,No,Male,Employee Referral,1,INFRA,Noida,26,Joined
3351848,No,3,30,E1,36.93,42.86,4.33,No,No,Male,Direct,2,INFRA,Hyderabad,25,Joined
3352340,Yes,4,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,7,INFRA,Noida,31,Joined
3355586,Yes,9,30,E3,-17.65,-17.65,0,No,No,Male,Direct,15,INFRA,Noida,36,Joined
3355597,Yes,14,30,E1,89.19,62.16,-14.29,No,No,Female,Agency,4,CSMP,Noida,28,Joined
3356490,No,4,30,E2,44.44,-33.33,-53.85,No,No,Male,Direct,2,INFRA,Mumbai,26,Joined
3356959,No,42,30,E1,227.87,145.9,-25,No,No,Male,Employee Referral,3,ERS,Chennai,26,Joined
3374169,No,61,30,E3,30,169.44,107.26,No,No,Male,Direct,8,INFRA,Chennai,34,Joined
3374257,No,61,30,E2,50,0,-33.33,No,No,Male,Direct,2,INFRA,Bangalore,29,Not Joined
3374649,Yes,,30,E4,11.11,11.11,0,No,No,Male,Employee Referral,10,INFRA,Bangalore,41,Joined
3377182,Yes,23,90,E2,53.85,46.15,-5,No,No,Female,Employee Referral,6,ERS,Chennai,31,Joined
3377286,No,0,30,E1,76.47,76.47,0,No,No,Male,Direct,2,ERS,Noida,23,Joined
3377474,Yes,79,90,E2,20,13,-5.83,No,No,Female,Direct,7,ETS,Noida,33,Joined
3379707,No,34,30,E1,266.67,166.67,-27.27,No,No,Male,Agency,3,CSMP,Noida,28,Not Joined
3379843,No,17,0,E1,-12.04,-12.04,0,No,No,Male,Agency,2,INFRA,Chennai,28,Not Joined
3382002,Yes,8,30,E1,60.49,38.27,-13.85,No,No,Male,Direct,4,CSMP,Noida,26,Joined
3382722,No,64,30,E1,240,150,-26.47,No,Yes,Male,Direct,1,ERS,Chennai,26,Joined
3383984,No,,45,E2,-25.87,-32.91,-9.5,No,No,Male,Direct,8,ERS,Bangalore,31,Not Joined
3393013,No,9,45,E2,21.58,,,No,No,Male,Direct,7,CSMP,Bangalore,29,Not Joined
3399486,No,,30,E3,-20,1.75,27.19,No,No,Male,Direct,9,BFSI,Bangalore,32,Not Joined
3404333,Yes,,0,E0,106.9,106.9,0,No,No,Male,Direct,2,BSERV,Noida,27,Joined
3405834,Yes,,30,E1,138.1,138.1,0,No,No,Female,Direct,3,CORP,Noida,25,Joined
3411311,No,,60,E2,33.33,293.33,195,No,No,Male,Agency,7,ERS,Noida,32,Not Joined
3418495,No,3,0,E1,-16.67,-25,-10,No,No,Male,Direct,4,ETS,Bangalore,30,Joined
3423899,Yes,20,30,E1,57.14,5.71,-32.73,No,No,Male,Direct,3,CSMP,Noida,24,Joined
3423964,No,33,30,E1,80.56,23.61,-31.54,No,No,Male,Direct,4,CSMP,Noida,32,Joined
3424007,Yes,46,30,E1,44.44,-20,-44.62,No,No,Male,Direct,3,CSMP,Noida,25,Joined
3424549,Yes,77,30,E1,80,78,-1.11,No,No,Female,Direct,3,CSMP,Noida,25,Not Joined
3424789,No,14,30,E1,24.53,18.31,-5,Yes,Yes,Male,Agency,4,ERS,Bangalore,27,Joined
3425046,No,0,0,E1,-33.33,-23.81,14.29,Yes,Yes,Female,Direct,4,ERS,Chennai,27,Joined
3428591,Yes,21,90,E2,15.38,15.38,0,Yes,No,Male,Direct,8,ERS,Chennai,30,Not Joined
3429009,No,16,0,E1,2.08,225,218.37,No,No,Male,Employee Referral,7,AXON,Chennai,31,Joined
3429992,Yes,20,30,E1,28.89,28.89,0,No,No,Male,Direct,3,CSMP,Chennai,27,Joined
3434802,Yes,,0,E0,314.68,42.86,-65.55,No,No,Male,Direct,1,BSERV,Noida,30,Joined
3435024,No,11,30,E1,257.14,471.43,60,Yes,Yes,Male,Agency,3,AXON,Chennai,28,Joined
3435376,Yes,,0,E0,0,46.6,46.6,No,No,Male,Direct,0,BSERV,Chennai,24,Joined
3443389,No,,0,E0,-20,-41.36,-26.7,No,No,Male,Employee Referral,2,BSERV,Coimbatore,24,Joined
3443422,No,,30,E3,,42.85,,No,No,Male,Direct,6,INFRA,Chennai,32,Not Joined
3443645,No,,30,E6,-14.29,-14.29,0,No,No,Male,Direct,7,INFRA,Noida,42,Not Joined
3458547,Yes,9,30,E2,38.89,31.94,-5,No,Yes,Male,Direct,7,Healthcare,Hyderabad,36,Joined
3459128,Yes,23,60,E1,59.57,46.81,-8,Yes,Yes,Male,Employee Referral,4,ERS,Bangalore,26,Joined
3459132,Yes,27,0,E2,4.48,0,-4.29,No,No,Male,Employee Referral,7,ERS,Bangalore,30,Joined
3462782,No,,60,E4,,-53.05,,No,No,Male,Direct,16,ERS,Bangalore,40,Not Joined
3462905,Yes,24,30,E1,36.36,-54.55,-66.67,No,No,Male,Direct,2,INFRA,Bangalore,29,Joined
3463459,Yes,34,30,E1,108.33,85.19,-11.11,Yes,No,Male,Agency,4,ERS,Bangalore,28,Joined
3470343,Yes,22,30,E1,-13.42,42.86,65,No,No,Male,Agency,3,INFRA,Chennai,27,Joined
3470957,Yes,14,0,E1,227.27,172.73,-16.67,No,No,Male,Employee Referral,1,ERS,Bangalore,24,Joined
3476331,Yes,37,30,E1,20,20,0,No,No,Male,Direct,4,ETS,Bangalore,28,Joined
3476876,No,,30,E1,52.49,-5.3,-37.89,No,No,Male,Direct,4,ERS,Bangalore,27,Not Joined
3483574,Yes,,0,E0,,42.86,,No,No,Male,Employee Referral,0,BSERV,Pune,25,Not Joined
3488358,Yes,4,0,E1,209.52,161.9,-15.38,No,No,Male,Employee Referral,3,BFSI,Bangalore,28,Joined
3488402,No,,30,E1,-22.8,-54.97,-41.67,No,No,Male,Employee Referral,3,ERS,Bangalore,29,Not Joined
3495740,Yes,20,0,E2,45.16,41.13,-2.78,Yes,No,Male,Employee Referral,9,EAS,Hyderabad,33,Joined
3503565,No,,0,E0,-37.86,-37.86,0,No,No,Male,Employee Referral,0,BSERV,Hyderabad,29,Joined
3503572,No,,0,E0,-12.5,-12.5,0,No,No,Female,Employee Referral,5,BSERV,Hyderabad,29,Joined
3507312,No,4,30,E3,44.44,253.82,144.95,No,No,Male,Direct,8,INFRA,Bangalore,28,Not Joined
3512053,Yes,23,30,E2,59.17,49.22,-6.25,Yes,No,Male,Employee Referral,6,ERS,Noida,31,Joined
3518153,Yes,12,60,E2,36.32,25.61,-7.86,No,No,Male,Direct,7,AXON,Bangalore,34,Joined
3524623,No,,30,E3,46.15,276.84,157.84,Yes,No,Male,Direct,6,INFRA,Mumbai,33,Not Joined
3538488,No,28,60,E3,-23.08,-23.08,0,No,No,Male,Employee Referral,10,ERS,Noida,32,Joined
3538610,Yes,11,60,E1,-17.24,10.34,33.33,Yes,Yes,Male,Direct,4,ERS,Chennai,29,Joined
3544532,No,6,0,E1,37.61,44.5,5,Yes,No,Male,Agency,3,ERS,Chennai,27,Not Joined
3544662,Yes,,0,E0,0.03,-0.04,-0.07,No,No,Male,Direct,0,BSERV,Noida,23,Joined
3583204,No,,0,E0,-17.7,-17.7,0,No,No,Male,Direct,0,BSERV,Chennai,24,Joined
3587994,Yes,30,0,E1,212.5,134.38,-25,No,No,Male,Direct,1,ERS,Bangalore,23,Joined
3617498,No,,30,E1,13.63,-50.13,-56.11,No,No,Male,Direct,7,ERS,Bangalore,30,Not Joined
3618730,No,4,0,E1,233.33,233.33,0,No,No,Male,Employee Referral,5,ERS,Bangalore,30,Joined
3618909,Yes,3,30,E1,233.33,233.33,0,No,No,Female,Direct,1,ERS,Chennai,25,Joined
3619135,Yes,0,60,E1,41.3,21.74,-13.85,No,No,Female,Direct,4,BFSI,Chennai,28,Joined
3631656,No,15,0,E1,145.9,63.93,-33.33,No,Yes,Female,Agency,3,ERS,Chennai,28,Joined
3631799,No,,30,E2,-32.66,-3.8,42.86,No,No,Male,Agency,5,ERS,Chennai,35,Not Joined
3632340,No,5,0,E1,-24.35,-16.79,10,No,No,Male,Agency,2,ERS,Noida,25,Joined
3638348,No,,30,E2,31.82,-11.36,-32.76,Yes,No,Male,Agency,8,ERS,Chennai,28,Not Joined
3644811,No,7,0,E2,-24.17,8.33,42.86,No,No,Male,Employee Referral,6,INFRA,Bangalore,32,Joined
3649164,No,,30,E1,0,121.88,121.88,No,No,Male,Agency,2,ERS,Chennai,25,Not Joined
3649761,Yes,0,0,E2,37.95,37.95,0,Yes,No,Male,Employee Referral,8,ETS,Noida,36,Joined
3664507,Yes,27,30,E1,300,275,-6.25,No,Yes,Male,Direct,12,AXON,Noida,34,Joined
3671120,Yes,3,30,E1,-10.71,-10.71,0,No,Yes,Male,Agency,2,ERS,Chennai,25,Joined
3682054,No,,30,E1,40.34,227.45,133.33,No,No,Male,Agency,3,ERS,Chennai,27,Not Joined
3685301,No,13,0,E1,-31.52,-2.17,42.86,No,No,Male,Agency,2,ERS,Bangalore,25,Joined
3685332,No,4,0,E1,-57.43,-39.19,42.86,No,No,Male,Agency,2,ERS,Bangalore,25,Not Joined
3685353,Yes,10,0,E1,100,87.5,-6.25,No,No,Male,Agency,1,ERS,Bangalore,24,Joined
3685392,No,7,30,E1,38.89,25,-10,No,Yes,Male,Agency,1,ERS,Bangalore,23,Joined
3685427,No,20,0,E1,-31.82,-31.82,0,No,No,Male,Agency,1,ERS,Bangalore,25,Joined
3687244,No,10,30,E1,160.42,217.71,22,No,Yes,Male,Direct,2,ERS,Chennai,25,Joined
3692727,Yes,,30,E4,70.37,70.37,0,No,No,Male,Employee Referral,13,ETS,Bangalore,37,Not Joined
3697401,Yes,3,0,E2,0,-18.75,-18.75,No,No,Female,Employee Referral,9,ERS,Bangalore,32,Joined
3699033,No,6,0,E2,25,12.5,-10,No,No,Female,Agency,5,ERS,Bangalore,27,Not Joined
3707268,Yes,2,30,E2,60,44,-10,No,No,Female,Employee Referral,9,ERS,Chennai,32,Joined
3709298,No,1,30,E2,-10.51,27.84,42.86,No,No,Male,Employee Referral,3,INFRA,Noida,30,Joined
3713896,No,,0,E4,-14,-13.4,0.7,No,No,Male,Direct,4,INFRA,Chennai,38,Not Joined
3727334,No,,0,E0,42.86,42.86,0,No,No,Male,Direct,0,BSERV,Pune,27,Joined
3727916,Yes,4,0,E1,-22.22,-22.22,0,No,No,Female,Employee Referral,6,INFRA,Chennai,31,Joined
3728202,Yes,,0,E0,-12.23,42.86,62.76,No,No,Male,Direct,4,BSERV,Chennai,28,Joined
3740191,Yes,,30,E1,76.47,76.47,0,No,No,Male,Direct,4,CORP,Noida,24,Joined
3758183,Yes,6,60,E2,33.74,18.31,-11.54,Yes,No,Male,Employee Referral,7,ERS,Noida,32,Joined
3798757,No,,0,E0,42.86,42.86,0,No,No,Male,Direct,0,BSERV,Pune,23,Joined
3807110,Yes,,0,E0,42.86,42.86,0,No,No,Male,Direct,0,BSERV,Pune,27,Joined
3807331,Yes,,0,E0,-49.58,42.86,183.33,No,No,Female,Agency,4,BSERV,Chennai,28,Not Joined
3815047,No,1,0,E1,-11.39,-11.39,0,No,No,Male,Employee Referral,2,INFRA,Noida,26,Joined
3828911,No,2,30,E3,-25,-25,0,Yes,Yes,Male,Direct,15,ERS,Chennai,37,Joined
2109586,Yes,79,90,E2,31.58,10.53,-16,Yes,No,Female,Direct,9,ERS,Chennai,31,Joined
2109941,Yes,67,60,E2,39.86,39.86,0,No,No,Male,Agency,5,BFSI,Bangalore,30,Joined
2110719,No,1,45,E2,52.62,43.9,-5.71,No,No,Male,Direct,6,BFSI,Bangalore,31,Not Joined
2110850,No,,30,E1,7.14,-30,-34.67,No,No,Male,Agency,3,ERS,Chennai,31,Not Joined
2111873,No,8,30,E1,41.67,50,5.88,No,No,Male,Agency,3,ERS,Chennai,28,Joined
2111978,Yes,108,60,E2,25,15.38,-7.69,No,No,Male,Agency,6,BFSI,Bangalore,33,Not Joined
2112533,No,,0,E1,45.83,-18.06,-43.81,No,No,Male,Agency,5,ERS,Noida,29,Not Joined
2112613,No,5,0,E1,66.67,33.33,-20,No,No,Male,Employee Referral,3,INFRA,Noida,25,Joined
2112715,Yes,11,60,E2,,18.23,,No,No,Female,Employee Referral,8,ERS,Noida,32,Not Joined
2112944,No,40,60,E3,27.27,27.27,0,No,No,Male,Direct,12,INFRA,Chennai,38,Joined
2113130,No,,30,E1,20,25,4.17,No,No,Female,Employee Referral,7,ERS,Chennai,35,Not Joined
2113310,No,0,0,E2,30.83,30.83,0,No,Yes,Male,Direct,9,INFRA,Noida,31,Joined
